pathway	systematicName
REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER	M29616
REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT	M27199
REACTOME_SIGNALING_BY_NOTCH2	M604
REACTOME_SIGNALING_BY_NOTCH3	M618
REACTOME_SIGNALING_BY_NOTCH4	M594
REACTOME_SIGNALING_BY_NTRK2_TRKB	M27864
REACTOME_SIGNALING_BY_NTRK3_TRKC	M27918
REACTOME_SIGNALING_BY_NTRKS	M3574
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	M27869
REACTOME_SIGNALING_BY_PDGF	M2049
REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE	M29849
REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS	M29851
REACTOME_SIGNALING_BY_PTK6	M29742
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	M27870
REACTOME_SIGNALING_BY_RETINOIC_ACID	M27443
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	M41838
REACTOME_SIGNALING_BY_RNF43_MUTANTS	M27433
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	M2780
REACTOME_SIGNALING_BY_SCF_KIT	M508
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	M1041
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER	M27246
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	M27871
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	M608
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	M27168
REACTOME_SIGNALING_BY_VEGF	M27077
REACTOME_SIGNALING_BY_WNT	M7847
REACTOME_SIGNALING_BY_WNT_IN_CANCER	M27405
REACTOME_SIGNALLING_TO_ERKS	M13881
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	M17181
REACTOME_SIGNALLING_TO_RAS	M12256
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	M27342
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	M732
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	M5988
REACTOME_SLC_TRANSPORTER_DISORDERS	M27474
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	M26908
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	M633
REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS	M27340
REACTOME_SMOOTH_MUSCLE_CONTRACTION	M1429
REACTOME_SNRNP_ASSEMBLY	M29594
REACTOME_SODIUM_CALCIUM_EXCHANGERS	M27336
REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS	M27345
REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS	M27354
REACTOME_SODIUM_PROTON_EXCHANGERS	M27337
REACTOME_SOS_MEDIATED_SIGNALLING	M19489
REACTOME_SPERM_MOTILITY_AND_TAXES	M26935
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	M554
REACTOME_SPHINGOLIPID_METABOLISM	M14857
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	M514
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	M567
REACTOME_STABILIZATION_OF_P53	M27670
REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING	M42523
REACTOME_STAT5_ACTIVATION	M27953
REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS	M41731
REACTOME_STIMULI_SENSING_CHANNELS	M27200
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	M27045
REACTOME_STRIATED_MUSCLE_CONTRACTION	M18647
REACTOME_SULFIDE_OXIDATION_TO_SULFATE	M26980
REACTOME_SULFUR_AMINO_ACID_METABOLISM	M547
REACTOME_SUMO_IS_CONJUGATED_TO_E1_UBA2_SAE1	M27223
REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED	M27225
REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9	M27224
REACTOME_SUMOYLATION	M27214
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS	M27394
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	M27226
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	M27403
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS	M27397
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	M27404
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	M27323
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	M27395
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS	M27320
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	M27295
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	M27237
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	M27238
REACTOME_SUPPRESSION_OF_APOPTOSIS	M29815
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION	M29823
REACTOME_SURFACTANT_METABOLISM	M27566
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	M27666
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	M27736
REACTOME_SYNDECAN_INTERACTIONS	M27217
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES	M27139
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES	M27141
REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE	M27143
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	M27136
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	M27762
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	M5967
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	M17842
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	M27074
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	M1926
REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2	M27441
REACTOME_SYNTHESIS_OF_DNA	M5224
REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE	M27373
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET	M27135
REACTOME_SYNTHESIS_OF_GDP_MANNOSE	M27374
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	M1093
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	M27052
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL	M27053
REACTOME_SYNTHESIS_OF_KETONE_BODIES	M27718
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX	M27137
REACTOME_SYNTHESIS_OF_LIPOXINS_LX	M27138
REACTOME_SYNTHESIS_OF_PA	M653
REACTOME_SYNTHESIS_OF_PC	M684
REACTOME_SYNTHESIS_OF_PE	M656
REACTOME_SYNTHESIS_OF_PG	M26961
REACTOME_SYNTHESIS_OF_PI	M26962
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	M639
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE	M26963
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	M645
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	M655
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	M662
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	M27149
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL	M27051
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	M892
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE	M27375
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	M1016
REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE	M27603
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	M813
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1	M932
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP	M27318
REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS	M27277
REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION	M852
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	M1071
REACTOME_TBC_RABGAPS	M27748
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	M27099
REACTOME_TCR_SIGNALING	M15381
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	M27030
REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION	M29584
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE	M27023
REACTOME_TELOMERE_MAINTENANCE	M4052
REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT	M27006
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	M556
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS	M27538
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	M526
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS	M27767
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	M27766
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION	M27770
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	M646
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	M627
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	M663
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION	M27174
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	M516
REACTOME_THE_FATTY_ACID_CYCLING_MODEL	M29570
REACTOME_THE_NLRP3_INFLAMMASOME	M1063
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE	M27183
REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION	M27157
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	M27743
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	M11362
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	M861
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	M18308
REACTOME_THYROXINE_BIOSYNTHESIS	M27120
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	M27884
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	M27020
REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX	M27885
REACTOME_TIE2_SIGNALING	M11932
REACTOME_TIGHT_JUNCTION_INTERACTIONS	M17967
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	M27883
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	M27561
REACTOME_TNF_SIGNALING	M27713
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	M27438
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	M27435
REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION	M27492
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	M27552
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	M27555
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	M27012
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	M7494
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	M27013
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD	M27427
REACTOME_TP53_REGULATES_METABOLIC_GENES	M27495
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	M27634
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	M27630
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	M27614
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	M27499
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	M27631
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	M27618
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	M27628
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	M27635
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	M27633
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	M27629
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	M953
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	M1000
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	M936
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	M967
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	M940
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	M593
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	M7223
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	M5488
REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM	M27486
REACTOME_TRAIL_SIGNALING	M27711
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	M539
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	M27600
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX	M26939
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	M26940
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	M27008
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	M27145
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	M665
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	M27826
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	M27862
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	M27786
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	M27785
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	M27784
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	M27458
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	M27757
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	M27267
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	M29748
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	M27943
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	M27393
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	M41725
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	M1008
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	M991
REACTOME_TRANSLATION	M8229
REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX	M39008
REACTOME_TRANSLATION_OF_SARSCOV1_STRUCTURAL_PROTEINS	M39014
REACTOME_TRANSLATION_OF_SARSCOV2_STRUCTURAL_PROTEINS	M41730
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	M26899
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	M27537
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	M26897
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	M26954
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	M15514
REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS	M27027
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	M27334
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	M27067
REACTOME_TRANSPORT_OF_FATTY_ACIDS	M27727
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	M823
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	M26975
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	M725
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE	M27728
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS	M27688
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	M930
REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY	M45025
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	M27287
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	M26974
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	M881
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	M961
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	M27192
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	M619
REACTOME_TRIGLYCERIDE_CATABOLISM	M10064
REACTOME_TRIGLYCERIDE_METABOLISM	M27856
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	M964
REACTOME_TRNA_AMINOACYLATION	M456
REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION	M27610
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	M27602
REACTOME_TRNA_PROCESSING	M27684
REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION	M27607
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	M27606
REACTOME_TRP_CHANNELS	M27241
REACTOME_TRYPTOPHAN_CATABOLISM	M1084
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	M27372
REACTOME_TYROSINE_CATABOLISM	M27834
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS	M27916
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	M27578
REACTOME_UBIQUINOL_BIOSYNTHESIS	M27142
REACTOME_UCH_PROTEINASES	M27576
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	M838
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	M10294
REACTOME_UNWINDING_OF_DNA	M3656
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	M27431
REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS	M27420
REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN	M27430
REACTOME_UPTAKE_OF_DIETARY_COBALAMINS_INTO_ENTEROCYTES	M45024
REACTOME_UREA_CYCLE	M27677
REACTOME_VASOPRESSIN_LIKE_RECEPTORS	M27289
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	M933
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	M710
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION	M27423
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	M27422
REACTOME_VESICLE_MEDIATED_TRANSPORT	M27507
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	M109
REACTOME_VISUAL_PHOTOTRANSDUCTION	M27158
REACTOME_VITAMIN_B1_THIAMIN_METABOLISM	M27090
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM	M27092
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	M538
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	M27091
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	M27088
REACTOME_VITAMINS	M27125
REACTOME_VLDL_ASSEMBLY	M27760
REACTOME_VLDL_CLEARANCE	M27848
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	M27761
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	M1056
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM	M27479
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	M27730
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2	M27415
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4	M27413
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	M27239
REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL	M27100
REACTOME_XENOBIOTICS	M5372
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	M603
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	M26978
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	M27357
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	M27361
REACTOME_ZINC_TRANSPORTERS	M832
SA_B_CELL_RECEPTOR_COMPLEXES	M17200
SA_CASPASE_CASCADE	M7997
SA_FAS_SIGNALING	M5060
SA_G1_AND_S_PHASES	M1529
SA_G2_AND_M_PHASES	M10154
SA_MMP_CYTOKINE_CONNECTION	M11736
SA_PROGRAMMED_CELL_DEATH	M13096
SA_PTEN_PATHWAY	M12771
SA_REG_CASCADE_OF_CYCLIN_EXPR	M3686
SA_TRKA_RECEPTOR	M18895
SIG_BCR_SIGNALING_PATHWAY	M8626
SIG_CD40PATHWAYMAP	M12705
SIG_CHEMOTAXIS	M5193
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	M1718
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	M7955
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	M1315
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	M295
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	M16801
WNT_SIGNALING	M5493
WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME	M39879
WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME	M39883
WP_16P112_DISTAL_DELETION_SYNDROME	M40056
WP_16P112_PROXIMAL_DELETION_SYNDROME	M40057
WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME	M39890
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME	M39787
WP_2586_ARYL_HYDROCARBON_RECEPTOR_PATHWAY	M39661
WP_2873_ARYL_HYDROCARBON_RECEPTOR_PATHWAY	M39615
WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME	M45521
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME	M45526
WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME	M45539
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME	M45512
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME	M39860
WP_4249_HEDGEHOG_SIGNALING_PATHWAY	M39706
WP_47_HEDGEHOG_SIGNALING_PATHWAY	M39675
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION	M39574
WP_7OXOC_AND_7BETAHC_PATHWAYS	M40054
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME	M40052
WP_ACE_INHIBITOR_PATHWAY	M39680
WP_ACETYLCHOLINE_SYNTHESIS	M39640
WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME	M42576
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2	M39874
WP_ACUTE_VIRAL_MYOCARDITIS	M39776
WP_ADIPOGENESIS	M39505
WP_AEROBIC_GLYCOLYSIS	M39816
WP_AFLATOXIN_B1_METABOLISM	M39551
WP_AGERAGE_PATHWAY	M39420
WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION	M40060
WP_ALANINE_AND_ASPARTATE_METABOLISM	M39331
WP_ALLOGRAFT_REJECTION	M39398
WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY	M39503
WP_ALSTROM_SYNDROME	M45524
